"site_code","quadrat_num","PFT","summaryType","height_predicted","height_observed","cover_observed","cover_predicted"
"FIRTH","50m","GRAMINOIDS","mean",6.9601594,17.66666667,22,32.87
"FIRTH","60m","DECIDUOUS SHRUBS","max",21.4000002,22.33333333,11,15.41
"FIRTH","60m","DECIDUOUS SHRUBS","mean",10.7084034,13.6666666666667,11,15.41
"FIRTH","60m","EVERGREEN SHRUBS","max",15.1999995,3.333333333,24,12.11
"FIRTH","60m","EVERGREEN SHRUBS","mean",2.9290323,3.333333333,24,12.11
"FIRTH","60m","FORBS","max",3.5999998,6,0.01,0.68
"FIRTH","60m","FORBS","mean",2.625,6,0.01,0.68
"FIRTH","60m","GRAMINOIDS","max",15.1999995,7.333333333,2,32.26
"FIRTH","60m","GRAMINOIDS","mean",3.177821,7.333333333,2,32.26
"FIRTH","70m","DECIDUOUS SHRUBS","max",1.2,3.666666667,4,1.07
"FIRTH","70m","DECIDUOUS SHRUBS","mean",0.6166667,3.666666667,4,1.07
"FIRTH","70m","EVERGREEN SHRUBS","max",2.6000001,3.333333333,10,3.3
"FIRTH","70m","EVERGREEN SHRUBS","mean",1.3851852,3.333333333,10,3.3
"FIRTH","70m","FORBS","max",1.2,1,1.01,0.26
"FIRTH","70m","FORBS","mean",1.2,1,1.01,0.26
"FIRTH","70m","GRAMINOIDS","max",8.1,7.666666667,15,16.06
"FIRTH","70m","GRAMINOIDS","mean",1.8903509,7.666666667,15,16.06
"FIRTH","80m","DECIDUOUS SHRUBS","max",22.1000001,21.66666667,15.02,15.77
"FIRTH","80m","DECIDUOUS SHRUBS","mean",12.6675214,8.88888889,15.02,15.77
"FIRTH","80m","EVERGREEN SHRUBS","max",14.2000005,3.666666667,50,48.23
"FIRTH","80m","EVERGREEN SHRUBS","mean",3.0125628,3.666666667,50,48.23
"FIRTH","80m","FORBS","max",1.8999999,6.5,1.03,1.55
"FIRTH","80m","FORBS","mean",0.4375,2.75,1.03,1.55
"FIRTH","80m","GRAMINOIDS","max",10.8999997,8.666666667,1,6.08
"FIRTH","80m","GRAMINOIDS","mean",4.66,8.666666667,1,6.08
"FIRTH","90m","DECIDUOUS SHRUBS","max",2.1,3,6,1.47
"FIRTH","90m","DECIDUOUS SHRUBS","mean",1.6714286,3,6,1.47
"FIRTH","90m","EVERGREEN SHRUBS","max",7.4000001,2.666666667,20,48.95
"FIRTH","90m","EVERGREEN SHRUBS","mean",2.2463415,2.5,20,48.95
"FIRTH","90m","FORBS","max",5.6000002,5,0.01,1.52
"FIRTH","90m","FORBS","mean",2.5000001,5,0.01,1.52
"FIRTH","90m","GRAMINOIDS","max",8.2000002,7,8,18.14
"FIRTH","90m","GRAMINOIDS","mean",2.5154412,7,8,18.14
"FRYINGPAN","0m","DECIDUOUS SHRUBS","max",14.2000005,17.33333333,11.5,14.64
"FRYINGPAN","0m","DECIDUOUS SHRUBS","mean",8.0490798,11.4444444433333,11.5,14.64
"FRYINGPAN","0m","EVERGREEN SHRUBS","max",10.8000003,9.333333333,13.5,26.06
"FRYINGPAN","0m","EVERGREEN SHRUBS","mean",4.3045307,6.25,13.5,26.06
"FRYINGPAN","0m","FORBS","max",0,0,0,0.03
"FRYINGPAN","0m","FORBS","mean",0,0,0,0.03
"FRYINGPAN","0m","GRAMINOIDS","max",10.8000003,22.66666667,25,35.44
"FRYINGPAN","0m","GRAMINOIDS","mean",5.2007732,22.66666667,25,35.44
"FRYINGPAN","0m","LICHENS","max",5.0000001,5,5,0.46
"FRYINGPAN","0m","LICHENS","mean",5.0000001,5,5,0.46
"FRYINGPAN","10m","DECIDUOUS SHRUBS","max",22.3000005,30.75,55,80.13
"FRYINGPAN","10m","DECIDUOUS SHRUBS","mean",9.282876,20,55,80.13
"FRYINGPAN","10m","EVERGREEN SHRUBS","max",18.2999998,14.25,15,7.84
"FRYINGPAN","10m","EVERGREEN SHRUBS","mean",6.5776471,11.6666666666667,15,7.84
"FRYINGPAN","10m","GRAMINOIDS","max",13.8999999,0,0,4.74
"FRYINGPAN","10m","GRAMINOIDS","mean",5.052381,0,0,4.74
"FRYINGPAN","20m","DECIDUOUS SHRUBS","max",14.9000004,14,24,21.79
"FRYINGPAN","20m","DECIDUOUS SHRUBS","mean",8.1616,11.777777779,24,21.79
"FRYINGPAN","20m","EVERGREEN SHRUBS","max",13.7999997,8.333333333,16,17.05
"FRYINGPAN","20m","EVERGREEN SHRUBS","mean",5.6821622,6.58333333325,16,17.05
"FRYINGPAN","20m","GRAMINOIDS","max",15.0000006,17,25,39.21
"FRYINGPAN","20m","GRAMINOIDS","mean",8.9223744,17,25,39.21
"FRYINGPAN","20m","LICHENS","max",12.9999995,6,25.02,20.28
"FRYINGPAN","20m","LICHENS","mean",3.6741379,6,25.02,20.28
"FRYINGPAN","30m","DECIDUOUS SHRUBS","max",11.8000001,11.75,10,9.82
"FRYINGPAN","30m","DECIDUOUS SHRUBS","mean",6.4617021,9.625,10,9.82
"FRYINGPAN","30m","EVERGREEN SHRUBS","max",10.4999997,6.75,20,29.76
"FRYINGPAN","30m","EVERGREEN SHRUBS","mean",3.5476191,5.91666666666667,20,29.76
"FRYINGPAN","30m","FORBS","max",10.3,0,0,0.43
"FRYINGPAN","30m","FORBS","mean",10.3,0,0,0.43
"FRYINGPAN","30m","GRAMINOIDS","max",12.7000004,14.25,30,40.57
"FRYINGPAN","30m","GRAMINOIDS","mean",5.744586,14.25,30,40.57
"FRYINGPAN","30m","LICHENS","max",9.3000002,6.25,10,1.76
"FRYINGPAN","30m","LICHENS","mean",2.6388889,6.25,10,1.76
"FRYINGPAN","40m","DECIDUOUS SHRUBS","max",16.5000007,12,13.76,8.78
"FRYINGPAN","40m","DECIDUOUS SHRUBS","mean",6.7821053,6.76041666675,13.76,8.78
"FRYINGPAN","40m","EVERGREEN SHRUBS","max",13.0999997,11,11.26,14.85
"FRYINGPAN","40m","EVERGREEN SHRUBS","mean",3.50625,6.1666666665,11.26,14.85
"FRYINGPAN","40m","FORBS","max",2.6000001,7,0.01,0.2
"FRYINGPAN","40m","FORBS","mean",1.45,7,0.01,0.2
"FRYINGPAN","40m","GRAMINOIDS","max",15.5000001,20,25,45.8
"FRYINGPAN","40m","GRAMINOIDS","mean",3.4522814,20,25,45.8
"FRYINGPAN","40m","LICHENS","max",8.6999997,4.333333333,10,13.64
"FRYINGPAN","40m","LICHENS","mean",3.6106383,2.8999999998,10,13.64
"FRYINGPAN","50m","DECIDUOUS SHRUBS","max",7.8000002,11.75,12.01,5
"FRYINGPAN","50m","DECIDUOUS SHRUBS","mean",2.8976191,7.8958333335,12.01,5
"FRYINGPAN","50m","EVERGREEN SHRUBS","max",5.2999999,10,8,18.99
"FRYINGPAN","50m","EVERGREEN SHRUBS","mean",2.93125,6.25,8,18.99
"FRYINGPAN","50m","GRAMINOIDS","max",11.2000003,17,15,28.38
"FRYINGPAN","50m","GRAMINOIDS","mean",4.0314642,17,15,28.38
"FRYINGPAN","50m","LICHENS","max",5.7,5.75,30,23.73
"FRYINGPAN","50m","LICHENS","mean",2.4402827,5.75,30,23.73
"FRYINGPAN","60m","DECIDUOUS SHRUBS","max",10.5999999,20.33333333,10.5,5.35
"FRYINGPAN","60m","DECIDUOUS SHRUBS","mean",6.2244445,20.33333333,10.5,5.35
"FRYINGPAN","60m","EVERGREEN SHRUBS","max",11.1000001,8.333333333,24.51,31.1
"FRYINGPAN","60m","EVERGREEN SHRUBS","mean",4.6153226,6,24.51,31.1
"FRYINGPAN","60m","GRAMINOIDS","max",10.5999999,19,25,19.61
"FRYINGPAN","60m","GRAMINOIDS","mean",4.2883929,19,25,19.61
"FRYINGPAN","60m","LICHENS","max",11.5999997,5,10,13.02
"FRYINGPAN","60m","LICHENS","mean",2.3743056,3.4166666665,10,13.02
"FRYINGPAN","70m","DECIDUOUS SHRUBS","max",15.0999993,19.75,23,24.48
"FRYINGPAN","70m","DECIDUOUS SHRUBS","mean",8.0985714,13.4166666666667,23,24.48
"FRYINGPAN","70m","EVERGREEN SHRUBS","max",11.1000001,7.75,12,17.72
"FRYINGPAN","70m","EVERGREEN SHRUBS","mean",4.2739362,5.75,12,17.72
"FRYINGPAN","70m","GRAMINOIDS","max",13.7999997,17.75,4,10.84
"FRYINGPAN","70m","GRAMINOIDS","mean",5.025641,17.75,4,10.84
"FRYINGPAN","70m","LICHENS","max",5.7999998,4.75,8,9.36
"FRYINGPAN","70m","LICHENS","mean",2.7149533,4.75,8,9.36
"FRYINGPAN","80m","DECIDUOUS SHRUBS","max",18.8999996,32,21.25,33.02
"FRYINGPAN","80m","DECIDUOUS SHRUBS","mean",8.5535433,16,21.25,33.02
"FRYINGPAN","80m","EVERGREEN SHRUBS","max",18.8999996,8.333333333,3.75,23.39
"FRYINGPAN","80m","EVERGREEN SHRUBS","mean",6.9796227,6,3.75,23.39
"FRYINGPAN","80m","GRAMINOIDS","max",15.1999995,25.33333333,25,23.39
"FRYINGPAN","80m","GRAMINOIDS","mean",7.6782443,25.33333333,25,23.39
"FRYINGPAN","80m","LICHENS","max",8.2999997,3,0.01,4.02
"FRYINGPAN","80m","LICHENS","mean",3.4066667,3,0.01,4.02
"FRYINGPAN","90m","DECIDUOUS SHRUBS","max",29.1999996,30.5,21,48.21
"FRYINGPAN","90m","DECIDUOUS SHRUBS","mean",14.3036563,15.25,21,48.21
"FRYINGPAN","90m","EVERGREEN SHRUBS","max",23.1999993,11.75,9.01,18.27
"FRYINGPAN","90m","EVERGREEN SHRUBS","mean",8.4830918,8.875,9.01,18.27
"FRYINGPAN","90m","GRAMINOIDS","max",24.0999997,23.25,25,25.49
"FRYINGPAN","90m","GRAMINOIDS","mean",7.5392087,23.25,25,25.49
"FRYINGPAN","90m","LICHENS","max",29.8999995,5.75,10,1.01
"FRYINGPAN","90m","LICHENS","mean",26.1176469,4.8125,10,1.01
"GRANITE","0m","DECIDUOUS SHRUBS","max",11.2000003,21.66666667,32,6.24
"GRANITE","0m","DECIDUOUS SHRUBS","mean",6.4393443,19.66666667,32,6.24
"GRANITE","0m","EVERGREEN SHRUBS","max",11.6999999,8.666666667,8,27.48
"GRANITE","0m","EVERGREEN SHRUBS","mean",5.9993103,6,8,27.48
"GRANITE","0m","FORBS","max",8.6000003,8,5,0.85
"GRANITE","0m","FORBS","mean",6.2750001,7.5,5,0.85
"GRANITE","0m","GRAMINOIDS","max",11.5000002,66.33333333,30,40.13
"GRANITE","0m","GRAMINOIDS","mean",5.1136674,43.83333333,30,40.13
"GRANITE","10m","DECIDUOUS SHRUBS","max",27.5999993,20,35,45.57
"GRANITE","10m","DECIDUOUS SHRUBS","mean",19.2842412,20,35,45.57
"GRANITE","10m","EVERGREEN SHRUBS","max",23.8999993,9,10,24.34
"GRANITE","10m","EVERGREEN SHRUBS","mean",15.7842912,6.33333333333333,10,24.34
"GRANITE","10m","FORBS","max",20.3999996,8,8,1.29
"GRANITE","10m","FORBS","mean",19.4499999,8,8,1.29
"GRANITE","10m","GRAMINOIDS","max",25.2999991,17,45,25.92
"GRANITE","10m","GRAMINOIDS","mean",16.2879245,17,45,25.92
"GRANITE","20m","EVERGREEN SHRUBS","max",7.5000003,3.666666667,24,44.33
"GRANITE","20m","EVERGREEN SHRUBS","mean",2.3232604,3,24,44.33
"GRANITE","20m","GRAMINOIDS","max",7.5000003,22.5,18,21.72
"GRANITE","20m","GRAMINOIDS","mean",2.9728972,18.25,18,21.72
"GRANITE","30m","DECIDUOUS SHRUBS","max",70.2000022,34.66666667,82,88.72
"GRANITE","30m","DECIDUOUS SHRUBS","mean",53.2579391,31.833333335,82,88.72
"GRANITE","30m","FORBS","max",58.7000012,0,0,1.66
"GRANITE","30m","FORBS","mean",46.8100005,0,0,1.66
"GRANITE","30m","GRAMINOIDS","max",66.6999996,12,14,1.66
"GRANITE","30m","GRAMINOIDS","mean",45.6733339,12,14,1.66
"GRANITE","40m","DECIDUOUS SHRUBS","max",8.2999997,8.333333333,19.2,3.93
"GRANITE","40m","DECIDUOUS SHRUBS","mean",4.8055555,6.55555555533333,19.2,3.93
"GRANITE","40m","EVERGREEN SHRUBS","max",14.8000002,7,10.8,21
"GRANITE","40m","EVERGREEN SHRUBS","mean",4.647032,5.375,10.8,21
"GRANITE","40m","GRAMINOIDS","max",17.8000003,19,20,44.15
"GRANITE","40m","GRAMINOIDS","mean",6.2385093,17.833333335,20,44.15
"GRANITE","50m","EVERGREEN SHRUBS","max",7.5000003,0,0,11.36
"GRANITE","50m","EVERGREEN SHRUBS","mean",5.138,0,0,11.36
"GRANITE","50m","FORBS","max",5.5,0,1.01,1.28
"GRANITE","50m","FORBS","mean",4.85,0,1.01,1.28
"GRANITE","50m","GRAMINOIDS","max",7.5000003,8.75,55,80.6
"GRANITE","50m","GRAMINOIDS","mean",4.8787671,8.75,55,80.6
"GRANITE","60m","DECIDUOUS SHRUBS","max",7.4000001,13,10,3.15
"GRANITE","60m","DECIDUOUS SHRUBS","mean",4.72,9.5833333335,10,3.15
"GRANITE","60m","EVERGREEN SHRUBS","max",11.5999997,8,30,27.88
"GRANITE","60m","EVERGREEN SHRUBS","mean",4.2496689,6.44444444433333,30,27.88
"GRANITE","60m","FORBS","max",10.3,10.66666667,5,0.65
"GRANITE","60m","FORBS","mean",7.5333334,10.66666667,5,0.65
"GRANITE","60m","GRAMINOIDS","max",13.4000003,26,20.01,37.49
"GRANITE","60m","GRAMINOIDS","mean",4.36911,20,20.01,37.49
"GRANITE","70m","DECIDUOUS SHRUBS","max",19.5999995,3,2.01,10.59
"GRANITE","70m","DECIDUOUS SHRUBS","mean",13.8177779,3,2.01,10.59
"GRANITE","70m","EVERGREEN SHRUBS","max",16.5999994,12,31,12.44
"GRANITE","70m","EVERGREEN SHRUBS","mean",11.7136,12,31,12.44
"GRANITE","70m","FORBS","max",11.2999998,13,4.01,0.61
"GRANITE","70m","FORBS","mean",9.1249999,13,4.01,0.61
"GRANITE","70m","GRAMINOIDS","max",27.3000002,13,63,70.71
"GRANITE","70m","GRAMINOIDS","mean",12.3521291,13,63,70.71
"GRANITE","80m","DECIDUOUS SHRUBS","max",37.7999991,30.66666667,44,73.18
"GRANITE","80m","DECIDUOUS SHRUBS","mean",8.5009901,23.833333335,44,73.18
"GRANITE","80m","EVERGREEN SHRUBS","max",18.0000007,9,11,5.26
"GRANITE","80m","EVERGREEN SHRUBS","mean",8.5566038,9,11,5.26
"GRANITE","80m","FORBS","max",9.3999997,12,5,0.73
"GRANITE","80m","FORBS","mean",7.86,12,5,0.73
"GRANITE","80m","GRAMINOIDS","max",17.1000004,25.33333333,5,7.44
"GRANITE","80m","GRAMINOIDS","mean",8.5026316,25.33333333,5,7.44
"GRANITE","90m","DECIDUOUS SHRUBS","max",18.0999994,5,10,25.35
"GRANITE","90m","DECIDUOUS SHRUBS","mean",3.2826855,4,10,25.35
"GRANITE","90m","EVERGREEN SHRUBS","max",19.2000002,5,24,10.65
"GRANITE","90m","EVERGREEN SHRUBS","mean",5.139604,4.5,24,10.65
"GRANITE","90m","FORBS","max",9.7000003,0,5,0.36
"GRANITE","90m","FORBS","mean",9.7000003,0,5,0.36
"GRANITE","90m","GRAMINOIDS","max",24.8999998,7,22,24.22
"GRANITE","90m","GRAMINOIDS","mean",4.0808429,7,22,24.22
"GULCH","0m","DECIDUOUS SHRUBS","max",9.8999999,14,10,27.27
"GULCH","0m","DECIDUOUS SHRUBS","mean",3.3373771,9.25,10,27.27
"GULCH","0m","EVERGREEN SHRUBS","max",9.8999999,0,0,35.31
"GULCH","0m","EVERGREEN SHRUBS","mean",4.6306069,0,0,35.31
"GULCH","0m","FORBS","max",8.9000002,13,50,26.09
"GULCH","0m","FORBS","mean",3.8360249,10.9999999994,50,26.09
"GULCH","0m","GRAMINOIDS","max",8.9000002,36,40,10.15
"GULCH","0m","GRAMINOIDS","mean",4.334375,25.666666665,40,10.15
"GULCH","10m","DECIDUOUS SHRUBS","max",18.9999998,9,1,33.88
"GULCH","10m","DECIDUOUS SHRUBS","mean",11.9788512,9,1,33.88
"GULCH","10m","EVERGREEN SHRUBS","max",16.5000007,0,0.01,9.25
"GULCH","10m","EVERGREEN SHRUBS","mean",9.1797873,0,0.01,9.25
"GULCH","10m","FORBS","max",18.9999998,12,76.01,42.45
"GULCH","10m","FORBS","mean",10.8379382,9,76.01,42.45
"GULCH","10m","GRAMINOIDS","max",17.3999995,13,23,12.93
"GULCH","10m","GRAMINOIDS","mean",9.1826347,13,23,12.93
"GULCH","20m","DECIDUOUS SHRUBS","max",9.7999997,0,0,4.3
"GULCH","20m","DECIDUOUS SHRUBS","mean",5.7431818,0,0,4.3
"GULCH","20m","EVERGREEN SHRUBS","max",11.9999997,7.666666667,40,50.2
"GULCH","20m","EVERGREEN SHRUBS","mean",5.4233333,7.666666667,40,50.2
"GULCH","20m","FORBS","max",11.5000002,14,20,11.33
"GULCH","20m","FORBS","mean",5.3793893,14,20,11.33
"GULCH","20m","GRAMINOIDS","max",11.5000002,12.66666667,5,19
"GULCH","20m","GRAMINOIDS","mean",5.9294393,12.66666667,5,19
"GULCH","30m","DECIDUOUS SHRUBS","max",13.3000001,8,29,6.75
"GULCH","30m","DECIDUOUS SHRUBS","mean",6.7912281,7,29,6.75
"GULCH","30m","EVERGREEN SHRUBS","max",17.4999997,5,22,39.96
"GULCH","30m","EVERGREEN SHRUBS","mean",6.8946922,5,22,39.96
"GULCH","30m","FORBS","max",13.3000001,8,2,12.08
"GULCH","30m","FORBS","mean",7.5711539,8,2,12.08
"GULCH","30m","GRAMINOIDS","max",16.4000005,9,40,12.7
"GULCH","30m","GRAMINOIDS","mean",5.7071429,9,40,12.7
"GULCH","40m","DECIDUOUS SHRUBS","max",56.5999985,77,72,74.64
"GULCH","40m","DECIDUOUS SHRUBS","mean",29.0711825,47.333333335,72,74.64
"GULCH","40m","EVERGREEN SHRUBS","max",10.1999998,7.333333333,18,1.77
"GULCH","40m","EVERGREEN SHRUBS","mean",7.9153846,7.333333333,18,1.77
"GULCH","40m","FORBS","max",42.5000012,0,0.01,20.01
"GULCH","40m","FORBS","mean",19.182096,0,0.01,20.01
"GULCH","40m","GRAMINOIDS","max",39.5000011,19,10,2.54
"GULCH","40m","GRAMINOIDS","mean",16.4812503,17.5,10,2.54
"GULCH","50m","DECIDUOUS SHRUBS","max",23.9999995,12,15,9.47
"GULCH","50m","DECIDUOUS SHRUBS","mean",9.492381,12,15,9.47
"GULCH","50m","EVERGREEN SHRUBS","max",25.4999995,8,54,24.64
"GULCH","50m","EVERGREEN SHRUBS","mean",14.1043796,8,54,24.64
"GULCH","50m","FORBS","max",24.5000005,10,7.01,20.89
"GULCH","50m","FORBS","mean",12.693913,9,7.01,20.89
"GULCH","50m","GRAMINOIDS","max",25.4000008,12,20,41.57
"GULCH","50m","GRAMINOIDS","mean",11.0390342,12,20,41.57
"GULCH","60m","DECIDUOUS SHRUBS","max",9.7999997,14,17.01,20.8
"GULCH","60m","DECIDUOUS SHRUBS","mean",5.64875,11.6666666665,17.01,20.8
"GULCH","60m","EVERGREEN SHRUBS","max",15.8999994,8.666666667,68,36.61
"GULCH","60m","EVERGREEN SHRUBS","mean",5.5232019,6.277777778,68,36.61
"GULCH","60m","FORBS","max",15.3999999,0,0.02,7.09
"GULCH","60m","FORBS","mean",6.2855073,0,0.02,7.09
"GULCH","60m","GRAMINOIDS","max",16.0999998,32.33333333,5,14.42
"GULCH","60m","GRAMINOIDS","mean",5.5753012,23.83333333,5,14.42
"GULCH","70m","DECIDUOUS SHRUBS","max",54.9000025,49.2,90,79.33
"GULCH","70m","DECIDUOUS SHRUBS","mean",39.1332623,27.1777777766667,90,79.33
"GULCH","70m","EVERGREEN SHRUBS","max",39.7000015,0,0,2.88
"GULCH","70m","EVERGREEN SHRUBS","mean",19.8812502,0,0,2.88
"GULCH","70m","FORBS","max",51.700002,0,0,13.56
"GULCH","70m","FORBS","mean",37.5197081,0,0,13.56
"GULCH","70m","GRAMINOIDS","max",45.6,39,10,4.09
"GULCH","70m","GRAMINOIDS","mean",32.6058823,33.5,10,4.09
"GULCH","80m","DECIDUOUS SHRUBS","max",7.1999997,4.666666667,6.5,10.09
"GULCH","80m","DECIDUOUS SHRUBS","mean",2.9354167,3.8333333335,6.5,10.09
"GULCH","80m","EVERGREEN SHRUBS","max",9.4999999,5,58.5,33.89
"GULCH","80m","EVERGREEN SHRUBS","mean",4.4445876,5,58.5,33.89
"GULCH","80m","FORBS","max",8.3999999,13.5,10.02,30.67
"GULCH","80m","FORBS","mean",3.4319328,10.500000001,10.02,30.67
"GULCH","80m","GRAMINOIDS","max",8.3999999,12.66666667,5,15.75
"GULCH","80m","GRAMINOIDS","mean",2.5612903,12.66666667,5,15.75
"GULCH","90m","DECIDUOUS SHRUBS","max",14.3000007,18.66666667,40,45.4
"GULCH","90m","DECIDUOUS SHRUBS","mean",7.7137291,11.5555555566667,40,45.4
"GULCH","90m","EVERGREEN SHRUBS","max",14.0000001,9,40,31.33
"GULCH","90m","EVERGREEN SHRUBS","mean",7.039548,9,40,31.33
"GULCH","90m","FORBS","max",14.0000001,0,10.01,16.18
"GULCH","90m","FORBS","mean",7.8054545,0,10.01,16.18
"GULCH","90m","GRAMINOIDS","max",12.7000004,0,5,6.97
"GULCH","90m","GRAMINOIDS","mean",6.0698795,0,5,6.97
"KINGSOLOMON","0m","DECIDUOUS SHRUBS","max",17.4999997,12.66666667,42,28.24
"KINGSOLOMON","0m","DECIDUOUS SHRUBS","mean",10.1097873,7.833333335,42,28.24
"KINGSOLOMON","0m","EVERGREEN SHRUBS","max",15.9999996,5.666666667,45,47.66
"KINGSOLOMON","0m","EVERGREEN SHRUBS","mean",6.8684616,5.666666667,45,47.66
"KINGSOLOMON","0m","FORBS","max",9.4999999,0,0,6.93
"KINGSOLOMON","0m","FORBS","mean",7.3487805,0,0,6.93
"KINGSOLOMON","0m","GRAMINOIDS","max",5.2999999,11.33333333,4,1.43
"KINGSOLOMON","0m","GRAMINOIDS","mean",3.0277778,11.33333333,4,1.43
"KINGSOLOMON","0m","LICHENS","max",12.7000004,3,9.02,12.84
"KINGSOLOMON","0m","LICHENS","mean",6.7968421,2.2916666665,9.02,12.84
"KINGSOLOMON","10m","DECIDUOUS SHRUBS","max",21.5000004,25.33333333,62.01,42.46
"KINGSOLOMON","10m","DECIDUOUS SHRUBS","mean",10.4592068,11.6666666656667,62.01,42.46
"KINGSOLOMON","10m","EVERGREEN SHRUBS","max",24.6999994,3,34,30.6
"KINGSOLOMON","10m","EVERGREEN SHRUBS","mean",9.0171674,3,34,30.6
"KINGSOLOMON","10m","FORBS","max",11.9999997,0,0,3.56
"KINGSOLOMON","10m","FORBS","mean",9.975,0,0,3.56
"KINGSOLOMON","10m","LICHENS","max",13.6000007,2.333333333,2.01,6.87
"KINGSOLOMON","10m","LICHENS","mean",8.1590909,1.44444444433333,2.01,6.87
"KINGSOLOMON","20m","DECIDUOUS SHRUBS","max",24.4000003,32.66666667,90.01,41.2
"KINGSOLOMON","20m","DECIDUOUS SHRUBS","mean",9.8053255,18.333333335,90.01,41.2
"KINGSOLOMON","20m","EVERGREEN SHRUBS","max",19.9000001,2.666666667,0.01,19.79
"KINGSOLOMON","20m","EVERGREEN SHRUBS","mean",9.6526316,2.666666667,0.01,19.79
"KINGSOLOMON","20m","FORBS","max",12.7000004,0,0,0.61
"KINGSOLOMON","20m","FORBS","mean",11.3500003,0,0,0.61
"KINGSOLOMON","20m","GRAMINOIDS","max",9.2,23,0.01,0.2
"KINGSOLOMON","20m","GRAMINOIDS","mean",9.2,23,0.01,0.2
"KINGSOLOMON","20m","LICHENS","max",15.3999999,5.333333333,6.04,6.17
"KINGSOLOMON","20m","LICHENS","mean",9.7200001,2.9999999998,6.04,6.17
"KINGSOLOMON","30m","DECIDUOUS SHRUBS","max",24.0999997,27.33333333,86,56.83
"KINGSOLOMON","30m","DECIDUOUS SHRUBS","mean",13.0163934,27.33333333,86,56.83
"KINGSOLOMON","30m","EVERGREEN SHRUBS","max",20.9999993,0,0,2.34
"KINGSOLOMON","30m","EVERGREEN SHRUBS","mean",11.0400001,0,0,2.34
"KINGSOLOMON","30m","LICHENS","max",21.3,7,14.02,2.34
"KINGSOLOMON","30m","LICHENS","mean",7.5421053,5.29166666675,14.02,2.34
"KINGSOLOMON","40m","DECIDUOUS SHRUBS","max",8.2000002,4,79,32.04
"KINGSOLOMON","40m","DECIDUOUS SHRUBS","mean",3.2280769,4,79,32.04
"KINGSOLOMON","40m","EVERGREEN SHRUBS","max",7,0,0,29.19
"KINGSOLOMON","40m","EVERGREEN SHRUBS","mean",3.0514768,0,0,29.19
"KINGSOLOMON","40m","FORBS","max",8.2000002,6.333333333,16,18.39
"KINGSOLOMON","40m","FORBS","mean",4.3122449,6.333333333,16,18.39
"KINGSOLOMON","40m","GRAMINOIDS","max",5.2999999,13,4.01,4.18
"KINGSOLOMON","40m","GRAMINOIDS","mean",3.75,11,4.01,4.18
"KINGSOLOMON","40m","LICHENS","max",7.5999998,2.333333333,1.01,10.95
"KINGSOLOMON","40m","LICHENS","mean",3.8314607,2.1666666665,1.01,10.95
"KINGSOLOMON","50m","DECIDUOUS SHRUBS","max",9.3999997,8,59,22.34
"KINGSOLOMON","50m","DECIDUOUS SHRUBS","mean",5.7108108,5.3333333335,59,22.34
"KINGSOLOMON","50m","EVERGREEN SHRUBS","max",9.0000004,4.333333333,40,68.69
"KINGSOLOMON","50m","EVERGREEN SHRUBS","mean",3.6737226,4.333333333,40,68.69
"KINGSOLOMON","50m","FORBS","max",7.5000003,0,0,3.47
"KINGSOLOMON","50m","FORBS","mean",5.9035714,0,0,3.47
"KINGSOLOMON","50m","GRAMINOIDS","max",1.4,7.333333333,1,0.15
"KINGSOLOMON","50m","GRAMINOIDS","mean",0.7,7.333333333,1,0.15
"KINGSOLOMON","50m","LICHENS","max",8.6000003,2,0.02,1.68
"KINGSOLOMON","50m","LICHENS","mean",6.9555557,1.6666666665,0.02,1.68
"KINGSOLOMON","60m","DECIDUOUS SHRUBS","max",11.4,14.66666667,71,61.59
"KINGSOLOMON","60m","DECIDUOUS SHRUBS","mean",5.9821863,9.22222222333333,71,61.59
"KINGSOLOMON","60m","EVERGREEN SHRUBS","max",10.8000003,5.666666667,28,29.55
"KINGSOLOMON","60m","EVERGREEN SHRUBS","mean",4.8611571,5.666666667,28,29.55
"KINGSOLOMON","60m","FORBS","max",8.2000002,0,0,3.87
"KINGSOLOMON","60m","FORBS","mean",5.9615385,0,0,3.87
"KINGSOLOMON","60m","GRAMINOIDS","max",0,18.33333333,1,0.1
"KINGSOLOMON","60m","GRAMINOIDS","mean",0,18.33333333,1,0.1
"KINGSOLOMON","60m","LICHENS","max",3.2000002,3,0.01,0.66
"KINGSOLOMON","60m","LICHENS","mean",2.8000001,3,0.01,0.66
"KINGSOLOMON","70m","DECIDUOUS SHRUBS","max",11.833933,18.33333333,48.01,38.67
"KINGSOLOMON","70m","DECIDUOUS SHRUBS","mean",4.2369689,11.666666665,48.01,38.67
"KINGSOLOMON","70m","EVERGREEN SHRUBS","max",10.4407333,3.666666667,32,24.08
"KINGSOLOMON","70m","EVERGREEN SHRUBS","mean",3.3560991,3.666666667,32,24.08
"KINGSOLOMON","70m","FORBS","max",11.7862225,0,0,9.64
"KINGSOLOMON","70m","FORBS","mean",3.8779351,0,0,9.64
"KINGSOLOMON","70m","LICHENS","max",10.0685999,5,20.01,23.01
"KINGSOLOMON","70m","LICHENS","mean",4.4713868,4,20.01,23.01
"KINGSOLOMON","80m","DECIDUOUS SHRUBS","max",23.7000003,23,94,49.21
"KINGSOLOMON","80m","DECIDUOUS SHRUBS","mean",15.6723237,23,94,49.21
